UUID,Brand name,Title,Product image,Condition,Price,Item #:,Estimated Retail Price:,Dimensions:,Includes:,Circa:,Made In:,Size:,Handle Drop:,Strap Length:,Exterior Color:,QA Tag:,Exterior Material:,2nd Strap Length:
0b4ab6c5-3ca8-48c0-84fc-b10fac5db05d,Chanel,Red Quilted Caviar Reissue 2.55 227 Double Flap Bag,https://mygemma.com/cdn/shop/files/116640-fv_7cd32aef-6145-4694-919d-1a251022b065_200x200.jpg?v=1727953284,Very Good,"$3,300",116640,"9,500",12.0 x 8.0 x 3.75,None,2018,France,227,10,19,,,Caviar,
8b8d6832-7f85-4406-819a-785a6b5537b3,Chanel,White Vinyl La Pausa Backpack,https://mygemma.com/cdn/shop/files/115433-fv_553e613a-932f-466d-b074-29bfbb1ae7ac_200x200.jpg?v=1727953184,Very Good,"$2,450",115433,"3,200",9.75 x 14.0 x 4.25,Dustbag;Authenticity Card,2019,Italy,,3,16,,,Vinyl,
73319f21-83f6-439e-b728-b40a6129495a,Unknown Brand,Periwinkle Bag Bug Micro Baguette,https://mygemma.com/cdn/shop/files/111552-fv_f1bf38fe-f13c-4fbb-8c5e-113471327f97_200x200.jpg?v=1727917330,Very Good,$670,111552,"1,550",6.0 x 3.5 x 1.5,Additional Strap;Dustbag;Care Booklet,2015,Italy,Micro,2.5,22-24.5,Periwinkle,,Rabbit Fur & Crystal Embellishments. Nappa Leather.,
5c270ae7-46f7-41e9-ac45-dcc00d35c964,Louis Vuitton,Black & Galet Calfskin City Steamer MM,https://mygemma.com/cdn/shop/files/108620-fv_200x200.jpg?v=1727954120,Very Good,"$2,200",108620,"4,350",12.0 x 9.5 x 5.5,Additional Strap;ID Tag;Lock;Care Booklet;Key,2017,Italy,MM,4.5,28,,,,
47ee7324-abbb-49d9-ab20-c8239040744a,Louis Vuitton,Terracotta & White Monogram Embossed Lambskin Petite Malle,https://mygemma.com/cdn/shop/files/125582-fv_ea233663-4341-4352-899f-f9f2b73b60f0_200x200.jpg?v=1727916661,Excellent,"$3,300",125582,"5,700",7.9 x 4.9 x 2.4,Box;Dustbag;Removable Straps,2022,Italy,,,20-22,Terracotta Brown; White,,Embossed Lambskin,
887bc6b7-d65a-4248-ab17-85e91d056b63,Louis Vuitton,x Virgil Abloh Monogram PVC Prism Keepall Bandouliére 50,https://mygemma.com/cdn/shop/files/118408-fv_4e219829-5385-4e1d-9719-5e6ca910152a_200x200.jpg?v=1727881916,Very Good,"$5,450",118408,,20.0 x 12.0 x 9.0,Additional Strap;Lock;Key,2018,France,,4.50,20.00,,,,
d460dfde-4a2f-4983-be26-a306c49da7d6,Louis Vuitton,Cream Monogram Puffy Lambskin Coussin MM,https://mygemma.com/cdn/shop/files/132675-fv_538ad4f6-73ea-491c-8dab-f41d03415f9f_200x200.jpg?v=1727867212,Excellent,"$4,050",132675,"5,400",13.0 x 9.0 x 3.0,Additional Strap;Box;Dustbag;Receipt;Gift Ribbon;Removable Straps,2021-2022,France,MM,9,20,Creme,,Lambskin,
5bf42070-8c46-4927-90fb-eddc9761f22d,Prada,Purple Canvas Small Canapa Tote,https://mygemma.com/cdn/shop/files/132658-fv_200x200.jpg?v=1727925806,Good,$550,132658,,11.0 x 7.0 x 6.0,Removable Straps,,Italy,Small,3.5-22,,,,,
06a40fe4-2b8f-4d20-b576-7cde5a423e98,Prada,Red Canvas Studded Medium Canapa Tote,https://mygemma.com/cdn/shop/files/132654-fv_200x200.jpg?v=1727482053,Good,$650,132654,,13.5 x 8.6 x 8.8,None,,Turkey,Medium,5,,,,,
616b02a4-0e2c-4ea6-be11-b03ea15b2e7c,Chanel,14P Grey Patent Mix Quilted New Medium Boy Bag,https://mygemma.com/cdn/shop/files/132637-fv_43aa0182-9af0-4eb4-9134-ba689787f57d_200x200.jpg?v=1727746495,Very Good,"$2,750",132637,,11.0 x 7.5 x 2.5,Dustbag;Retail Tag,2014,Italy,New Medium,,12-21,,,,
93c0077e-6b8d-4cfc-a6c5-c20518ad412d,Chanel,Black Quilted Lambskin Jumbo Classic Single Flap Bag,https://mygemma.com/cdn/shop/files/122172-fv_200x200.jpg?v=1727919272,Very Good,"$6,250",122172,"11,000",12.0 x 8.0 x 3.5,Dustbag;Care Booklet;Authenticity Card,2008-2009,France,Jumbo,13,23,,,Lambskin,
73c25183-dec4-4da9-9137-d48745e0d0d1,Gucci,Vintage Black Textured Leather Bamboo Handle Vanity Bag,https://mygemma.com/cdn/shop/files/117805-fv_200x200.jpg?v=1727953947,Good,$550,117805,,11.0 x 7.0 x 6.0,Mirror,,Italy,,3.5,20,,,,
7a0ca79e-e975-4f1a-a33e-604e5cb3d72e,Hermès,Verso Bleu Encre & Bleu Saphir Clémence Retourne Kelly 35 PHW,https://mygemma.com/cdn/shop/files/116210-fv_6ba21ae5-33c3-4f5c-9a49-bc00187a386c_200x200.jpg?v=1727885705,Very Good,"$12,050",116210,,13.5 x 9.0 x 5.0,Additional Strap;Box;Dustbag;Lock;Raincoat;Care Booklet;Key,2013,France,35,3.5,17,Bleu Encre,,Clémence,
8a5cef9d-78a0-442b-9a50-83e3ef512282,Hermès,Togo Au Galop Bleu Indigo Kelly 28,https://mygemma.com/cdn/shop/files/128767-fv_200x200.jpg?v=1727583551,Pristine,"$22,000",128767,,11.0 x 8.5 x 4.5,Box;Clochette;Dustbag;Lock;Raincoat;Gift Ribbon;Care Booklet;Key,2017,France,28,4,18,,,Togo,
b0514a97-96ca-42ca-a13f-553d12c18952,Louis Vuitton,Damier Ebene Canvas Venice Bag,https://mygemma.com/cdn/shop/files/132151-fv_200x200.jpg?v=1727933587,Good,"$1,650",132151,,9.5 x 8.0 x 4.0,Dustbag;Removable Straps,2014,France,,10.00,,Damier Ebene,,Damier Coated Canvas,
df653e65-bd77-46c5-a455-26f1ae0df408,Unknown Brand,White Smooth Leather D-Bee Tote,https://mygemma.com/cdn/shop/files/123397-fv_76d202f6-0d1f-4169-a0a4-71da7ffaefe3_200x200.jpg?v=1727886378,Very Good,"$1,480",123397,"3,720",12.5 x 9.0 x 5.5,Box;Dustbag;Care Booklet;Authenticity Card,2017,Italy,,5.00,20.00,,,,
c824a6da-ae36-4620-8ce9-a1ed8617f344,Chanel,Black Quilted Lambskin Chanel 19 Mini Coin Purse With Chain,https://mygemma.com/cdn/shop/files/116375-fv_200x200.jpg?v=1727953780,Pristine,"$2,650",116375,,4.75 x 3.75 x 1.25,Box;Dustbag;Care Booklet;Authenticity Card;Retail Tag,2022,Italy,,,,,,Lambskin,
4a012a06-a85d-4de6-bba8-3b225ecc691c,Unknown Brand,Dior White Camouflage Embroidery Large Book Tote,https://mygemma.com/cdn/shop/files/109756-fv_3bfda352-d2a5-4bc1-9a70-e7cc270da010_200x200.jpg?v=1727916577,Pristine,"$2,800",109756,"3,600",16.5 x 14.0 x 7.5,Box;Dustbag;Care Booklet;Retail Tag,2020,Italy,Large,6,,,,,
5e4a21a0-8534-40cf-9206-dfeab205c98d,Unknown Brand,x Spencer Sweeney Limited Edition Multicolor Mini Lady Dior,https://mygemma.com/cdn/shop/files/108993-fv_3c71f278-1e86-4cf3-9fdc-7f4f4a55845d_200x200.jpg?v=1727881814,Very Good,"$3,850",108993,"7,200",6.5 x 6.0 x 3.0,Additional Strap;Box;Dustbag;Care Booklet;Authenticity Card,2017,Italy,Mini,2.5,42-46,,,,
89f4b945-17c3-4334-b413-eb6681c22af9,Hermès,Clemence Anemone Birkin 35 GHW,https://mygemma.com/cdn/shop/files/132385-fv_e5ceff3a-09aa-46b4-a48a-4fef8a12c93a_200x200.jpg?v=1727920604,Very Good,"$12,050",132385,,14.0 x 11.0 x 7.5,Lock;Key;Felt Protector,2014,France,35,4.50,,Anemone,,Togo,
f8c57c4e-f6bd-4b15-8cae-acecc55b4023,Chanel,Beige Glazed Calfskin Enchained Small Boy Bag,https://mygemma.com/cdn/shop/files/132254-fv_200x200.jpg?v=1727741363,Good,"$2,950",132254,,8.0 x 5.0 x 2.0,None,2014-2015,Italy,,11-22,,Beige,,Leather,
de81b577-77de-4436-a76e-ed903782f46f,Gucci,Small Sylvie Wicker Top Handle Bag,https://mygemma.com/cdn/shop/files/129144-fv_200x200.jpg?v=1727487210,Very Good,"$1,650",129144,,10.5 x 8.0 x 3.0,Dustbag;Retail Tag;Removable Straps,,Italy,Small,4.50,22,,,,
2ed8fbf8-e360-4d8b-9bbb-b97d12f8f621,Louis Vuitton,Reverse Giant Monogram Canvas OnTheGo GM,https://mygemma.com/cdn/shop/files/131409-fv_b7d7661c-0ac7-4e53-9206-845e216e4eff_200x200.jpg?v=1727917692,Very Good,"$2,050",131409,"3,250",16.5 x 12.5 x 7.0,Box;Dustbag,2019,US,,5.00,12,,,,
5355cac7-eae6-447a-ae32-5c92f1f44c6a,Gucci,Red & Navy Pebbled Leather Soho Chain Backpack,https://mygemma.com/cdn/shop/files/120373-fv_1ce1f986-588b-4cff-a01c-8140b6d018ea_200x200.jpg?v=1727917399,Very Good,"$1,050",120373,"1,790",9.0 x 12.0 x 3.5,None,,Italy,,2,13,,,,
fc94a9d2-80f8-4044-965c-1bbfedc52b9f,Gucci,Multicolor Coated Canvas & Pink Leather Psychedelic Bucket Bag,https://mygemma.com/cdn/shop/files/120630-fv_200x200.jpg?v=1727916532,Excellent,"$1,264",120630,"1,980",11.0 x 12.0 x 5.0,Dustbag,,Italy,,,19.75,,,,
328a49d5-f436-4148-b8a4-34ab544dd4a4,Louis Vuitton,Python Trim Pink Leather Soft Lockit MM,https://mygemma.com/cdn/shop/files/132150-fv_200x200.jpg?v=1727928546,Excellent,"$1,450",132150,,10.5 x 9.0 x 4.5,Dustbag;Lock;Key;Removable Straps,2015,,MM,4-21,,,,,
c08df38c-5c6f-4ff1-88b1-37b381531d5d,Hermès,Bleu Royal Togo Kelly Retourne 25 PHW,https://mygemma.com/cdn/shop/files/131406-fv_966389fa-7ff3-45f4-ae4d-f6c1d6503cc1_200x200.jpg?v=1727585568,Excellent,"$25,200",131406,,9.25 x 4.25 x 4.0,Box;Clochette;Dustbag;Lock;Gift Ribbon;Care Booklet;Key;Felt Protector,2022,France,25,4,19,,,,
499dc1d7-484d-463a-a79a-0128c58c974a,Hermès,Taurillon Novillo Verso Bleu Saphir Gris Mouette Birkin 25 GHW,https://mygemma.com/cdn/shop/files/130761-fv_ff94bacc-caf5-4dcd-b876-c0a55ba7cf99_200x200.jpg?v=1727918452,Excellent,"$25,200",130761,,9.5 x 8.0 x 5.0,Box;Dustbag;Lock;Receipt;Care Booklet;Key;Felt Protector,2021,France,25,3.50,,,,,
a7405fe1-84f4-4c4f-8587-811f1598819b,Hermès,Bleu Pale Clemence Birkin 30 GHW,https://mygemma.com/cdn/shop/files/130101-fv_3fc41233-a676-4e50-b66d-28c84a08563c_200x200.jpg?v=1727916515,Excellent,"$19,500",130101,,11.5 x 9.0 x 6.0,Box;Dustbag;Lock;Raincoat;Receipt;Care Booklet;Key;Felt Protector,2020,France,30,4.50,,,,,
1b7e69f1-bcc5-46e8-a028-6129aa8f94d9,Louis Vuitton,Louis Vuitton Monogram Canvas Palm Springs Mini Backpack,https://mygemma.com/cdn/shop/files/128216-fv_0a222a5a-6a11-4847-a935-f69694d910f7_200x200.jpg?v=1711019349,Very Good,"$1,950",128216,"2,440",6.5 x 9.0 x 3.5,Box;Dustbag;Removable Straps,2020,US,Mini,1.5,20,,,Monogram Canvas,
0994099f-d844-433c-91b5-c887b5025457,Louis Vuitton,Taupe Monogram Embossed Puffy Lambskin Coussin PM,https://mygemma.com/cdn/shop/files/132060-fv_200x200.jpg?v=1727918048,Very Good,"$3,450",132060,"4,700",10.5 x 8.0 x 3.0,Dustbag,2021-2023,France,PM,11,14-22,Taupe,,Lambskin,
ea125ba8-4bc0-4628-8d14-999a113ab08b,Chanel,Vintage Beige Quilted Caviar Messenger Bag,https://mygemma.com/cdn/shop/files/132051-fv_a3ec26da-4a1e-47b3-82d2-40a6c68fc197_200x200.jpg?v=1727928017,Good,"$1,450",132051,,11.0 x 9.0 x 3.0,None,1994-1995,Italy,,,18,,,Caviar,
a8bc1a43-9512-4c90-9fd8-da709e35f5e3,Hermès,NIB Hermès Bleu Nuit Feutre & Black Swift Picotin Lock 18 PHW,https://mygemma.com/cdn/shop/files/118287-fv_200x200.jpg?v=1727717244,Pristine,"$3,800",118287,,5.0 x 7.0 x 7.0,Box;Dustbag;Lock;Receipt;Gift Ribbon;Key,2020,France,18,,,Bleu Nuit and Black,,Feutre and Swift,
5fff66f4-0104-482d-94d3-7b28cd5b9058,Gucci,"White, Marine, & Hibiscus Red Tweed Mini Dionysus Chain Wallet",https://mygemma.com/cdn/shop/files/115208-fv_fe9661bf-bb8c-4f55-9091-608315a1cc69_200x200.jpg?v=1727952744,Pristine,"$1,432",115208,"2,490",7.9 x 5.75 x 1.6,None,,Italy,Mini,,23,,,Tweed,
5ca17b6f-4293-4fb6-b4b9-3a58dbe8c097,Hermès,Gold Clemence Mini Lindy 20 PHW,https://mygemma.com/cdn/shop/files/131384-fv_c5cf9901-4491-4e80-bc28-297d05ec9ad1_200x200.jpg?v=1727928502,Excellent,"$11,450",131384,,7.5 x 5.0 x 4.0,Box;Dustbag;Raincoat;Gift Ribbon;Care Booklet;Felt Protector,2019,France,,,22,,,,
73079495-99dd-4e2f-b1ce-72b2bd2096f6,Chanel,Black Multicolor Tweed Mini Rectangular Flap Bag,https://mygemma.com/cdn/shop/files/125205-fv_200x200.jpg?v=1727827706,Very Good,"$4,500",125205,"4,900",8.0 x 5.0 x 2.5,Box;Receipt;Authenticity Card,2020,France,Mini/Rec,,22.5,,,Tweed,
2d77f8d8-67e0-4776-8626-a98bbb665be1,Hermès,Mimosa Veau Doblis & Craie Swift Jige Elan 29,https://mygemma.com/cdn/shop/files/122819-fv_200x200.png?v=1727916449,Excellent,"$4,450",122819,,11.5 x 6.0 x 1.0,Box;Dustbag;Care Booklet;Felt Protector,2016,France,29,,,Mimosa and Craie,,Veau Doblis and Swift,
d4f92bfa-4b71-4b2e-ac56-bdbde8fcda13,Chanel,Light Orange Quilted Lambskin Pearl Crush Clutch,https://mygemma.com/cdn/shop/files/119744-fv_200x200.jpg?v=1727954348,Excellent,"$2,200",119744,,4.75 x 3.75 x 0.75,Box;Dustbag;Care Booklet;Authenticity Card;Retail Tag,2022,Italy,,,13.50,,,,
c351df3b-a807-4056-8900-913755386a24,Chanel,NIB Chanel Success Story Set of 4 Mini Bags and Trunk,https://mygemma.com/cdn/shop/files/108720-fv_200x200.jpg?v=1727883363,Pristine,"$34,800",108720,,4.75 x 3.0 x 1.5,Box;Dustbag;Other;Gift Ribbon;Authenticity Card;Key;Felt Protector,2020,France,Mini,,,,,,
189c30bb-72b2-4cc0-95da-a46415c0d705,Louis Vuitton,Monogram Macassar Canvas Josh Backpack,https://mygemma.com/cdn/shop/files/131813-fv_d3069778-6e5f-4177-9b9a-057440881ad9_200x200.jpg?v=1727916398,Excellent,"$1,450",131813,"2,230",11.5 x 15.5 x 4.6,None,2017,France,,15,,Monogram Macassar,,Monogram Coated Canvas; Cowhide Leather Trim,
e7c021d3-244d-4df4-af9c-01be78c1ef44,Louis Vuitton,Black Empreinte Sully PM,https://mygemma.com/cdn/shop/files/131599-fv_e5c5b991-dee7-47c8-9521-810340f473e0_200x200.jpg?v=1727916379,Very Good,"$2,050",131599,,11.5 x 8.0 x 5.0,Removable Straps,2018,France,PM,4.5-19,,,,Two zip pockets,
10b695ed-82f8-4154-a980-55555d9e8b0d,Chanel,Metallic Lambskin Quilted Coco Punk Cube Bag With Chain,https://mygemma.com/cdn/shop/files/122116-fv_200x200.jpg?v=1727919255,Excellent,"$2,300",122116,,3.0 x 2.9 x 2.5,Box;Dustbag;Gift Ribbon;Authenticity Card,2021,Italy,,,21.00,,,,
3d43dc83-7273-4f80-b33d-511c8a99e15b,Unknown Brand,Red Goatskin Mini Antigona Bag,https://mygemma.com/cdn/shop/files/119486-fv_5384bdf9-fc7b-4f00-8188-7e598c1c992a_200x200.jpg?v=1727954493,Very Good,$795,119486,"2,390",10.5 x 7.5 x 5.5,Care Booklet,2013,Italy,Mini,3,17,,,Goatskin,
73f677bf-5626-4242-a26e-76365888200b,Bottega Veneta,Raintree Calfskin Chain Pouch,https://mygemma.com/cdn/shop/files/118332-fv_200x200.jpg?v=1727881557,Excellent,"$2,100",118332,"3,800",12.0 x 6.5 x 3.25,Dustbag;Care Booklet,,Italy,,,9,Raintree,,Calfskin,
9268040c-0d61-423b-86f1-88543c814fed,Unknown Brand,Black Neoprene & Leather Baguette Messenger Bag,https://mygemma.com/cdn/shop/files/118006-fv_80ec777b-1adc-47e5-a55e-f482f2d3e683_200x200.jpg?v=1727916328,Excellent,"$1,500",118006,,9.0 x 6.0 x 1.0,Additional Strap;Dustbag,2019,Italy,,,17,,,Neoprene,
528594d1-05ba-40a1-bba8-e9eaa56eb365,Unknown Brand,Ivory Nappa Leather Large Roman Stud Shoulder Bag,https://mygemma.com/cdn/shop/files/117641-fv_73ed57c4-89b1-4e84-ada6-9cfb1a378679_200x200.jpg?v=1727952699,Excellent,"$2,250",117641,"4,750",11.0 x 8.5 x 2.75,Care Booklet;Retail Tag,,Italy,Large,3,25,Ivory,,Nappa Leather,
ec3224bf-16ff-4445-a01e-ce978eb37a00,Unknown Brand,Orange Calfskin Mini Flat Baguette with Brown Strap You Strap,https://mygemma.com/cdn/shop/files/114508-fv_e2229706-6868-4ed2-a812-add2819af252_200x200.jpg?v=1727921042,Very Good,"$1,410",114508,"2,170",7.25 x 4.5 x 0.75,None;Removable Straps,2019,Italy,Mini,,15.5-24,,,,
c0faca2b-c207-4853-b961-fd6e29f8af70,Unknown Brand,Black Calfskin Mini Flat Baguette with Black Strap You Strap,https://mygemma.com/cdn/shop/files/114505-fv_999a4254-6304-4760-90bd-4e557002f99c_200x200.jpg?v=1727927734,Very Good,"$1,496",114505,"2,170",7.5 x 4.5 x 1.3,Dustbag;Removable Straps,2019,Italy,Mini,,15-24,,,,
8f5262ab-0ed6-4c05-b70e-176069c41d60,Hermès,Rose Pourpre Togo Birkin 25,https://mygemma.com/cdn/shop/files/127961-fv_200x200.jpg?v=1727887861,Excellent,"$22,000",127961,,10.0 x 7.5 x 5.0,Box;Lock;Raincoat;Care Booklet;Key;Felt Protector,2017,France,25,3.00,,,,,
5689bf6f-24d5-4e77-b5f9-2872eba7153a,Hermès,Vert Veronese Togo Birkin 40 PHW,https://mygemma.com/cdn/shop/files/119358-fv_200x200.jpg?v=1727881473,Very Good,"$16,000",119358,,15.0 x 13.0 x 8.0,Clochette;Dustbag;Lock;Key;Felt Protector,2010,France,40,4.50,,Vert Veronese,,Togo,
c0d936fb-7275-4bfa-8511-d8918575d4a9,Hermès,"Rose Jaipur, Sanguine, & Orange Clèmence Retourne Kelly 40 PHW",https://mygemma.com/cdn/shop/files/119006-fv_200x200.jpg?v=1727889445,Very Good,"$9,500",119006,,15.5 x 11.5 x 6.0,Dustbag;Raincoat;Removable Straps,2011,France,40,3.5,18,"Rose Jaipur, Sanguine, Orange",,Clémence,
c7fc2c28-697a-448e-9001-b8145775f7fc,Hermès,NIB Hermès Bordeaux Evercalf Shadow Birkin 25,https://mygemma.com/cdn/shop/files/111667-fv_9594ff33-4e8e-4bc9-bfa0-4b4d920c08bd_200x200.jpg?v=1727882559,Pristine,"$56,700",111667,,10.0 x 7.5 x 5.0,Box;Dustbag;Raincoat;Care Booklet,2021,France,25,3,,Bordeaux,,Evercalf,
0fbd97ef-dc55-48a6-beae-a6d3450e9d9b,Chanel,21N White Shearling Coco Neige Mini Circle Clutch On Chain,https://mygemma.com/cdn/shop/files/129229-fv_c8350bdb-6ae5-45f5-a6ab-ea754127551a_200x200.jpg?v=1727917559,Excellent,"$1,950",129229,,4.0 x 3.5 x 1.5,Dustbag;Care Booklet;Authenticity Card;Retail Tag,2021,Italy,,,17.50,,,,
0f6fee2c-dbb2-40cc-a450-9f536341d748,Chanel,Cream Caviar Mini Business Affinity Flap,https://mygemma.com/cdn/shop/files/128009-fv_200x200.jpg?v=1727926600,Good,"$3,650",128009,,8.0 x 5.5 x 3.0,None,2016-2017,Italy,Mini,2.00,21,Beige,,Caviar,
43cd7679-7eea-478b-af97-1f160d3f54bc,Louis Vuitton,Monogram Eclipse Canvas Trio Backpack,https://mygemma.com/cdn/shop/files/131435-fv_90480787-ee0b-40fd-9e19-229fa3478563_200x200.jpg?v=1727916273,Very Good,"$2,450",131435,"3,850",12.5 x 17.5 x 7.0,Receipt,2021-2022,Spain,,16,,,,,
11da45c4-ec76-4f51-9f64-cf213ebc5d81,Louis Vuitton,Black Monogram Puffy Lambskin Coussin MM,https://mygemma.com/cdn/shop/files/131491-fv_200x200.jpg?v=1727887842,Excellent,"$3,950",131491,"5,400",13.0 x 9.5 x 3.0,Dustbag;Receipt;Removable Straps,2021-2022,Italy,MM,,9.00,Black,,Leather,
ec584bdd-8c67-4efe-b32f-ac61637dff43,Hermès,Swift Beige De Weimar Retourne Kelly II 25 PHW,https://mygemma.com/cdn/shop/files/131438-fv_200x200.jpg?v=1727882172,Pristine,"$26,800",131438,,9.0 x 7.5 x 4.0,Box;Dustbag;Receipt;Gift Ribbon;Care Booklet;Felt Protector;Removable Straps,2022,France,25,3.50,16,,,,
acd3ed53-03ba-4677-bc2b-21dd283b0164,Chanel,21P Caramel Caviar Jumbo Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/131705-fv_126b5ef9-dfc5-4923-ae56-cd9dc2721f69_200x200.jpg?v=1727916255,Excellent,"$8,500",131705,"11,000",12.0 x 9.0 x 4.0,Box;Dustbag;Care Booklet,2021,France,Jumbo,,13-24,Caramel,,Caviar,
9f955cef-22ac-439b-bae9-a065977b9cb9,Louis Vuitton,Empreinte Marine Rouge Surene MM,https://mygemma.com/cdn/shop/files/131626-fv_a423483e-2873-45cc-8cbb-98b337e18768_200x200.jpg?v=1727916237,Very Good,"$2,050",131626,,14.0 x 10.0 x 4.3,Dustbag;ID Tag,2018,US,MM,9.5,,Marine,,Empreinte,
39fc06b3-de9d-418f-af11-0af5bb30db81,Chanel,21A Gold Tweed Mini Rectangular Flap Bag,https://mygemma.com/cdn/shop/files/131579-fv_614217fb-d6b8-49f9-a56e-98d87f5a43e6_200x200.jpg?v=1727830416,Pristine,"$5,250",131579,,8.0 x 5.5 x 3.0,Box;Dustbag;Retail Tag,2021,France,Mini,,22,,,Tweed,
93b4dc9d-4307-403b-ba94-15ed7222ee96,Unknown Brand,White Canvas Dioralps Large Book Tote,https://mygemma.com/cdn/shop/files/128353-fv_200x200.jpg?v=1727917514,Very Good,"$2,050",128353,,16.5 x 13.9 x 7.0,Box,2021,Italy,Large,7.00,,,,Canvas,
47938f15-97b4-48f4-a705-7b8fe83e07cd,Chanel,Black Tweed Leather Coco Pleats Hobo,https://mygemma.com/cdn/shop/files/130785-fv_0ff56bd4-d30f-4432-8d96-0f3cc4da2e9b_200x200.jpg?v=1727927568,Fair,"$1,450",130785,,18.0 x 12.0 x 2.0,Removable Straps,2012-2013,Italy,,8-28,,,,"Tweed, Leather",
256cbcce-e63a-49fc-af96-374b1fe6fac0,Unknown Brand,Pink Translucent Disc 1969 Nano Bag,https://mygemma.com/cdn/shop/files/131299-fv_200x200.jpg?v=1727780191,Pristine,$330,131299,740,6.5 x 4.0 x 1.0,Box;Retail Tag,,,Nano,,6.5-18,,,Metal,
d5273bbc-d413-450b-bd72-e737709178f5,Hermès,Gris Perle Togo Kelly 28 PHW,https://mygemma.com/cdn/shop/files/130313-fv_60d41750-1444-4afa-a0f5-93650a222463_200x200.jpg?v=1727584461,Excellent,"$19,500",130313,,10.5 x 8.0 x 5.0,Box;Dustbag;Lock;Raincoat;Care Booklet;Key;Felt Protector;Removable Straps,2019,France,28,4.5,18,Gris Perle,,Togo,
ae159f63-6cdf-4fce-a18d-26fcf95303e7,Hermès,Epsom Bleu Royal Sellier Kelly 25 GHW,https://mygemma.com/cdn/shop/files/129663-fv_200x200.jpg?v=1727886798,Excellent,"$27,300",129663,,9.5 x 7.6 x 3.5,Box;Dustbag;Lock;Raincoat;Care Booklet;Key;Felt Protector;Removable Straps,2022,France,25,3.50,16,,,,
81215e7d-dea7-4106-9f39-4aa8f5aaa51b,Hermès,NIB Hermès Rose Pourpre Shiny Niloticus Crocodile Birkin 30 PHW,https://mygemma.com/cdn/shop/files/110131-fv_200x200.jpg?v=1727884553,Pristine,"$90,100",110131,,12.0 x 9.0 x 6.25,Box;Clochette;Dustbag;Lock;Raincoat;Receipt;Gift Ribbon;Key;Felt Protector;CITES,2020,France,30,5,,Rose Pourpre,,Niloticus Crocodile,
9b4bb73f-240e-4204-9ce8-1ad2d31a501a,Chanel,White Terry Cloth Paris-Greece Beach Tote,https://mygemma.com/cdn/shop/files/130299-fv_200x200.jpg?v=1727928082,Excellent,$950,130299,,17.3 x 17.5 x 4.5,None,,Italy,,8.5,,White,,Terrycloth,
28b411b8-4954-4b11-a811-701cebe8a063,Prada,White Canvas Medium Embossed Drill Tote,https://mygemma.com/cdn/shop/files/129970-fv_92b3a354-ce9f-4dc6-ba2e-aa30ebfae85f_200x200.jpg?v=1727916078,Very Good,"$1,450",129970,"2,350",14.5 x 11.5 x 6.0,Dustbag;Care Booklet;Removable Straps,,Italy,Medium,5.5,14-23,,180-1,,
ff3d74ca-a2f6-4bd9-8a6b-3570d3a42784,Chanel,Pink Lambskin Chevron Jumbo Single Flap Bag,https://mygemma.com/cdn/shop/files/129458-fv_200x200.jpg?v=1727927810,Good,"$3,950",129458,"9,500",12.0 x 8.0 x 3.5,None,2009-2010,Italy,Jumbo,,13-24,Red,,Chevron,
22e382fc-edf6-4d85-bdb0-6b275edf57fd,Chanel,Black Velvet Pearl Crush Mini Square Flap,https://mygemma.com/cdn/shop/files/128588-fv_200x200.jpg?v=1727919616,Excellent,"$4,500",128588,,6.5 x 5.0 x 3.0,Box;Dustbag;Gift Ribbon;Care Booklet;Felt Protector,,Italy,Mini,,22,,,,
770bdaf3-fe49-4ec7-a5f3-f01a4ac85b56,Chanel,22C Neutral Chevron Calfskin Small Classic Flap,https://mygemma.com/cdn/shop/files/128515-fv_200x200.jpg?v=1727922552,Very Good,"$7,250",128515,"8,800",9.0 x 6.0 x 2.5,Box;Dustbag;Authenticity Card,2022,France,Small,,9-17,Neutral,,Calfskin,
f900ebf7-3b19-4ac5-ba73-e9a44609414c,Chanel,Black Quilted Patent Leather Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/128364-fv_200x200.jpg?v=1727480932,Very Good,"$5,750",128364,"8,800",10.0 x 6.5 x 2.5,None,2014,France,Medium,,9-17,,,,
69c3e475-3a69-4bb4-80cc-b288c4f32d05,Louis Vuitton,Monogram Eclipse Trunk Messenger,https://mygemma.com/cdn/shop/files/128138-fv_4de56eaf-24d9-4bb4-9a03-f94cf5b3ed70_200x200.jpg?v=1727918414,Very Good,"$1,450",128138,"2,880",9.5 x 7.0 x 2.5,Box;Receipt;Removable Straps,2021,France,,,22-25,,,Monogram Eclipse,
35dfe52b-379e-4056-98e0-c3463b044431,Chanel,Coral Quilted Lambskin Mini Rectangular Classic Flap Bag,https://mygemma.com/cdn/shop/files/124077-fv_200x200.jpg?v=1727919464,Excellent,"$4,750",124077,,7.7 x 5.0 x 2.5,Dustbag;None,2019,France,Mini/Rec,,23.00,Red,,Lambskin,
bf758d07-bc2f-46fb-8772-199ec2ebdc58,Chanel,Red Striped Patent Mini Rectangular Classic Flap Bag,https://mygemma.com/cdn/shop/files/124021-fv_200x200.jpg?v=1727922669,Fair,"$2,250",124021,,7.6 x 5.0 x 2.35,Authenticity Card,2014,Italy,Mini/Rec,,22.00,,,,
